id;name;short
CSH1055_TP;CSH1055(TP) - Economia dos Recursos Humanos e Emprego;EdRH(TP)
CSH1056_OT;CSH1056(OT) - Psicologia Social I;PSI(OT)
CSH1056_TP;CSH1056(TP) - Psicologia Social I;PSI(TP)
CSH1057_OT;CSH1057(OT) - Psicologia Social II;PSI(OT)
CSH1057_TP;CSH1057(TP) - Psicologia Social II;PSI(TP)
CSH1058_OT;CSH1058(OT) - Sociologia das Organizações;SdO(OT)
CSH1058_TP;CSH1058(TP) - Sociologia das Organizações;SdO(TP)
CSH1059_OT;CSH1059(OT) - Economia Global e Gestão Comparada;EGC(OT)
CSH1059_TP;CSH1059(TP) - Economia Global e Gestão Comparada;EGC(TP)
CSH1060_OT;CSH1060(OT) - Inovação e Criatividade;I(OT)
CSH1060_TP;CSH1060(TP) - Inovação e Criatividade;I(TP)
CA1001_OT;CA1001(OT) - Contabilidade Financeira I;CFI(OT)
CA1001_TP;CA1001(TP) - Contabilidade Financeira I;CFI(TP)
CA1002_OT;CA1002(OT) - Contabilidade Financeira II;CFI(OT)
CA1002_TP;CA1002(TP) - Contabilidade Financeira II;CFI(TP)
CA1011_OT;CA1011(OT) - Ética e Deontologia Profissional;ÉP(OT)
CA1011_TP;CA1011(TP) - Ética e Deontologia Profissional;ÉP(TP)
CA1020_OT;CA1020(OT) - Contabilidade Financeira Avançada;CFA(OT)
CA1020_TP;CA1020(TP) - Contabilidade Financeira Avançada;CFA(TP)
CA1022_OT;CA1022(OT) - Programação e Avaliação de Projetos de Investimento;P(OT)
CA1022_TP;CA1022(TP) - Programação e Avaliação de Projetos de Investimento;P(TP)
CA1032_OT;CA1032(OT) - Contabilidade de Gestão I;CI(OT)
CA1032_TP;CA1032(TP) - Contabilidade de Gestão I;CI(TP)
CA1033_OT;CA1033(OT) - Contabilidade de Gestão II;CI(OT)
CA1033_TP;CA1033(TP) - Contabilidade de Gestão II;CI(TP)
CA1038_E;CA1038(E) - Estágio/Projeto de Fim de Curso;E(E)
CA1038_OT;CA1038(OT) - Estágio/Projeto de Fim de Curso;E(OT)
CA1048_OT;CA1048(OT) - Fundamentos de Contabilidade Financeira;FF(OT)
CA1048_TP;CA1048(TP) - Fundamentos de Contabilidade Financeira;FF(TP)
CA1050_OT;CA1050(OT) - Contabilidade e Gestão Financeira Sectorial;CFS(OT)
CA1050_TP;CA1050(TP) - Contabilidade e Gestão Financeira Sectorial;CFS(TP)
CA1052_OT;CA1052(OT) - Contabilidade Financeira I;CFI(OT)
CA1052_TP;CA1052(TP) - Contabilidade Financeira I;CFI(TP)
CA1053_OT;CA1053(OT) - Contabilidade Financeira II;CFI(OT)
CA1053_TP;CA1053(TP) - Contabilidade Financeira II;CFI(TP)
CA1054_OT;CA1054(OT) - Contabilidade de Gestão;C(OT)
CA1054_TP;CA1054(TP) - Contabilidade de Gestão;C(TP)
CA1055_OT;CA1055(OT) - Direito Fiscal e Fiscalidade;DF(OT)
CA1055_TP;CA1055(TP) - Direito Fiscal e Fiscalidade;DF(TP)
CA1056_OT;CA1056(OT) - Auditoria Financeira;AF(OT)
CA1056_TP;CA1056(TP) - Auditoria Financeira;AF(TP)
CA1058_OT;CA1058(OT) - Gestão Financeira;GF(OT)
CA1058_TP;CA1058(TP) - Gestão Financeira;GF(TP)
CA1059_OT;CA1059(OT) - Programação e Avaliação de Projetos de Investimento;P(OT)
CA1059_TP;CA1059(TP) - Programação e Avaliação de Projetos de Investimento;P(TP)
CA1060_OT;CA1060(OT) - Fundamentos de Contabilidade Financeira;FF(OT)
CA1060_TP;CA1060(TP) - Fundamentos de Contabilidade Financeira;FF(TP)
CA1061_OT;CA1061(OT) - Fundamentos de Análise Financeira;FF(OT)
CA1061_TP;CA1061(TP) - Fundamentos de Análise Financeira;FF(TP)
MF1030_P;MF1030(P) - Física;F(P)
MF1030_TP;MF1030(TP) - Física;F(TP)
MF1030_T;MF1030(T) - Física;F(T)
MF1041_TP;MF1041(TP) - Análise Matemática I;AMI(TP)
MF1041_T;MF1041(T) - Análise Matemática I;AMI(T)
MF1042_OT;MF1042(OT) - Álgebra Linear;ÁL(OT)
MF1042_TP;MF1042(TP) - Álgebra Linear;ÁL(TP)
MF1042_T;MF1042(T) - Álgebra Linear;ÁL(T)
MF1043_TP;MF1043(TP) - Análise Matemática II;AMI(TP)
MF1043_T;MF1043(T) - Análise Matemática II;AMI(T)
MF1044_TP;MF1044(TP) - Métodos Numéricos;MN(TP)
MF1044_T;MF1044(T) - Métodos Numéricos;MN(T)
MF1045_TC;MF1045(TC) - Probabilidades e Estatística;P(TC)
MF1045_TP;MF1045(TP) - Probabilidades e Estatística;P(TP)
MF1048_TC;MF1048(TC) - Estatística;E(TC)
MF1048_S;MF1048(S) - Estatística;E(S)
MF1048_OT;MF1048(OT) - Estatística;E(OT)
MF1048_TP;MF1048(TP) - Estatística;E(TP)
MF1048_OT;MF1048(OT) - Estatística;E(OT)
MF1048_TP;MF1048(TP) - Estatística;E(TP)
MF1049_OT;MF1049(OT) - Física Geral;FG(OT)
MF1049_P;MF1049(P) - Física Geral;FG(P)
MF1049_TP;MF1049(TP) - Física Geral;FG(TP)
MF1049_T;MF1049(T) - Física Geral;FG(T)
ULC1087_TP;ULC1087(TP) - Técnicas de Expressão e Comunicação Aplicadas ao Desporto;TAaD(TP)
ULC1088_TP;ULC1088(TP) - Língua Estrangeira Aplicada ao Desporto: Inglês;LEAaDI(TP)
ULC1089_TP;ULC1089(TP) - Língua Estrangeira Aplicada ao Desporto: Francês;LEAaDF(TP)
ULC1090_TP;ULC1090(TP) - Língua Estrangeira Aplicada ao Desporto: Espanhol;LEAaDE(TP)
ULC1091_TP;ULC1091(TP) - Língua Estrangeira Aplicada ao Desporto: Alemão;LEAaDA(TP)
ULC1093_P;ULC1093(P) - Técnicas de Expressão e Comunicação Aplicadas à Animação Sociocultural;TAàAS(P)
ULC1093_TP;ULC1093(TP) - Técnicas de Expressão e Comunicação Aplicadas à Animação Sociocultural;TAàAS(TP)
ULC1094_P;ULC1094(P) - Língua Estrangeira Aplicada à Animação Sociocultural: Inglês;ULC109(P)
ULC1094_TP;ULC1094(TP) - Língua Estrangeira Aplicada à Animação Sociocultural: Inglês;ULC109(TP)
ULC1095_P;ULC1095(P) - Língua Estrangeira Aplicada à Animação Sociocultural: Francês;ULC109(P)
ULC1095_TP;ULC1095(TP) - Língua Estrangeira Aplicada à Animação Sociocultural: Francês;ULC109(TP)
ULC1096_P;ULC1096(P) - Língua Estrangeira Aplicada à Animação Sociocultural: Espanhol;ULC109(P)
ULC1096_TP;ULC1096(TP) - Língua Estrangeira Aplicada à Animação Sociocultural: Espanhol;ULC109(TP)
ULC1097_P;ULC1097(P) - Língua Estrangeira Aplicada à Animação Sociocultural: Alemão;ULC109(P)
ULC1097_TP;ULC1097(TP) - Língua Estrangeira Aplicada à Animação Sociocultural: Alemão;ULC109(TP)
ULC1098_TP;ULC1098(TP) - Inglês Aplicado I;IAI(TP)
ULC1099_TP;ULC1099(TP) - Língua Portuguesa;LP(TP)
ULC1100_TP;ULC1100(TP) - Inglês Aplicado II;IAI(TP)
ULC1101_TP;ULC1101(TP) - Espanhol Aplicado I;EAI(TP)
ULC1102_TP;ULC1102(TP) - Espanhol Aplicado II;EAI(TP)
ULC1103_TP;ULC1103(TP) - Espanhol Aplicado III;EAI(TP)
ULC1104_TP;ULC1104(TP) - Espanhol Aplicado IV;EAI(TP)
ULC1106_TP;ULC1106(TP) - Francês Aplicado II;FAI(TP)
ULC1107_TP;ULC1107(TP) - Francês Aplicado III;FAI(TP)
ULC1108_TP;ULC1108(TP) - Francês Aplicado IV;FAI(TP)
ULC1109_TP;ULC1109(TP) - Inglês Aplicado IV;IAI(TP)
ULC1110_TP;ULC1110(TP) - Inglês Aplicado III;IAI(TP)
ULC1111_TP;ULC1111(TP) - Inglês Aplicado I;IAI(TP)
ULC1112_TP;ULC1112(TP) - Língua Portuguesa;LP(TP)
ULC1113_TP;ULC1113(TP) - Inglês Aplicado II;IAI(TP)
ULC1137_OT;ULC1137(OT) - Fonética e Fonologia do Português;F(OT)
ULC1137_TP;ULC1137(TP) - Fonética e Fonologia do Português;F(TP)
ULC1138_OT;ULC1138(OT) - Morfologia do Português;M(OT)
ULC1138_TP;ULC1138(TP) - Morfologia do Português;M(TP)
ULC1139_OT;ULC1139(OT) - Sintaxe, Semântica e Pragmática do Português;SS(OT)
ULC1139_TP;ULC1139(TP) - Sintaxe, Semântica e Pragmática do Português;SS(TP)
ULC1140_OT;ULC1140(OT) - Literatura e Cultura Portuguesa;LP(OT)
ULC1140_TP;ULC1140(TP) - Literatura e Cultura Portuguesa;LP(TP)
ULC1141_OT;ULC1141(OT) - Literatura Para a Infância;LPaI(OT)
ULC1141_TP;ULC1141(TP) - Literatura Para a Infância;LPaI(TP)
ULC1142_OT;ULC1142(OT) - Iniciação à Leitura e à Escrita;IàLE(OT)
ULC1142_TP;ULC1142(TP) - Iniciação à Leitura e à Escrita;IàLE(TP)
ULC1143_OT;ULC1143(OT) - Latim, Língua e Cultura;LL(OT)
ULC1143_TP;ULC1143(TP) - Latim, Língua e Cultura;LL(TP)
ULC1144_OT;ULC1144(OT) - História da Língua Portuguesa;HP(OT)
ULC1144_TP;ULC1144(TP) - História da Língua Portuguesa;HP(TP)
ULC1145_OT;ULC1145(OT) - Português: Língua não-materna;PLn(OT)
ULC1145_TP;ULC1145(TP) - Português: Língua não-materna;PLn(TP)
ULC1146_OT;ULC1146(OT) - Metodologias de Investigação;M(OT)
ULC1146_TP;ULC1146(TP) - Metodologias de Investigação;M(TP)
ULC1147_OT;ULC1147(OT) - Inglês I;II(OT)
ULC1147_P;ULC1147(P) - Inglês I;II(P)
ULC1149_OT;ULC1149(OT) - Francês I;FI(OT)
ULC1149_P;ULC1149(P) - Francês I;FI(P)
ULC1150_OT;ULC1150(OT) - Espanhol I;EI(OT)
ULC1150_P;ULC1150(P) - Espanhol I;EI(P)
ULC1152_OT;ULC1152(OT) - Espanhol II;EI(OT)
ULC1152_P;ULC1152(P) - Espanhol II;EI(P)
ULC1153_OT;ULC1153(OT) - Francês II;FI(OT)
ULC1153_P;ULC1153(P) - Francês II;FI(P)
ULC1154_OT;ULC1154(OT) - Inglês II;II(OT)
ULC1154_P;ULC1154(P) - Inglês II;II(P)
ULC1163_TP;ULC1163(TP) - Inglês Aplicado;IA(TP)
ULC1164_TP;ULC1164(TP) - Língua Inglesa Aplicada I;LIAI(TP)
ULC1165_TP;ULC1165(TP) - Língua Inglesa Aplicada II;LIAI(TP)
ULC1166_TP;ULC1166(TP) - Francês;F(TP)
ULC1168_TP;ULC1168(TP) - Língua Estrangeira - Francês;LE(TP)
ULC1169_TP;ULC1169(TP) - Língua Estrangeira - Inglês;LE(TP)
ULC1170_TP;ULC1170(TP) - Língua Estrangeira - Espanhol;LE(TP)
ULC1171_TP;ULC1171(TP) - Língua Inglesa Aplicada;LIA(TP)
ULC1172_TP;ULC1172(TP) - Redação para a Web;RpaW(TP)
ULC1174_OT;ULC1174(OT) - Inglês Aplicado;IA(OT)
ULC1174_TP;ULC1174(TP) - Inglês Aplicado;IA(TP)
ULC1174_TC;ULC1174(TC) - Inglês Aplicado;IA(TC)
EC1128_OT;EC1128(OT) - Poluição dos Solos;PdS(OT)
EC1128_L;EC1128(L) - Poluição dos Solos;PdS(L)
EC1128_TP;EC1128(TP) - Poluição dos Solos;PdS(TP)
EC1128_T;EC1128(T) - Poluição dos Solos;PdS(T)
EC1131_L;EC1131(L) - Geotecnia Ambiental;GA(L)
EC1131_T;EC1131(T) - Geotecnia Ambiental;GA(T)
EC1138_TP;EC1138(TP) - Geomorfologia;G(TP)
EC1141_P;EC1141(P) - Desenho Topográfico Assistido Por Computador;DTAPC(P)
EC1141_TP;EC1141(TP) - Desenho Topográfico Assistido Por Computador;DTAPC(TP)
EC1144_P;EC1144(P) - Qualidade e Controlo de Projetos de Engenharia;Q(P)
EC1144_TP;EC1144(TP) - Qualidade e Controlo de Projetos de Engenharia;Q(TP)
EC1150_P;EC1150(P) - Cartografia Automática;CA(P)
EC1150_TP;EC1150(TP) - Cartografia Automática;CA(TP)
EC1152_P;EC1152(P) - Vias de Comunicação;V(P)
EC1152_TP;EC1152(TP) - Vias de Comunicação;V(TP)
EC1154_P;EC1154(P) - Cartografia Matemática;CM(P)
EC1154_TP;EC1154(TP) - Cartografia Matemática;CM(TP)
EC1154_T;EC1154(T) - Cartografia Matemática;CM(T)
EC1160_TC;EC1160(TC) - Cadastro e Legislação;C(TC)
EC1160_S;EC1160(S) - Cadastro e Legislação;C(S)
EC1160_P;EC1160(P) - Cadastro e Legislação;C(P)
EC1160_TP;EC1160(TP) - Cadastro e Legislação;C(TP)
EC1160_T;EC1160(T) - Cadastro e Legislação;C(T)
EC1162_TC;EC1162(TC) - Geologia Aplicada;GA(TC)
EC1162_L;EC1162(L) - Geologia Aplicada;GA(L)
EC1162_TP;EC1162(TP) - Geologia Aplicada;GA(TP)
EC1162_T;EC1162(T) - Geologia Aplicada;GA(T)
EC1163_OT;EC1163(OT) - Geometria Descritiva;GD(OT)
EC1163_TP;EC1163(TP) - Geometria Descritiva;GD(TP)
EC1165_OT;EC1165(OT) - Resistência de Materiais II;RI(OT)
EC1165_TP;EC1165(TP) - Resistência de Materiais II;RI(TP)
EC1165_T;EC1165(T) - Resistência de Materiais II;RI(T)
EC1166_OT;EC1166(OT) - Desenho Técnico Aplicado;DTA(OT)
EC1166_TP;EC1166(TP) - Desenho Técnico Aplicado;DTA(TP)
EC1167_OT;EC1167(OT) - Materiais de Construção;M(OT)
EC1167_L;EC1167(L) - Materiais de Construção;M(L)
EC1167_TP;EC1167(TP) - Materiais de Construção;M(TP)
EC1168_OT;EC1168(OT) - Materiais Estruturais;ME(OT)
EC1168_L;EC1168(L) - Materiais Estruturais;ME(L)
*586;EC1168(T) - Materiais Estruturais;ME(T)
EC1169_OT;EC1169(OT) - Hidráulica I;HI(OT)
EC1169_L;EC1169(L) - Hidráulica I;HI(L)
EC1169_TP;EC1169(TP) - Hidráulica I;HI(TP)
EC1169_T;EC1169(T) - Hidráulica I;HI(T)
EC1170_TC;EC1170(TC) - Mecânica dos Solos I;MdSI(TC)
EC1170_OT;EC1170(OT) - Mecânica dos Solos I;MdSI(OT)
EC1170_L;EC1170(L) - Mecânica dos Solos I;MdSI(L)
EC1170_TP;EC1170(TP) - Mecânica dos Solos I;MdSI(TP)
EC1170_T;EC1170(T) - Mecânica dos Solos I;MdSI(T)
EC1171_TC;EC1171(TC) - Mecânica dos Solos II;MdSI(TC)
EC1171_OT;EC1171(OT) - Mecânica dos Solos II;MdSI(OT)
EC1171_L;EC1171(L) - Mecânica dos Solos II;MdSI(L)
EC1171_TP;EC1171(TP) - Mecânica dos Solos II;MdSI(TP)
EC1171_T;EC1171(T) - Mecânica dos Solos II;MdSI(T)
EC1173_OT;EC1173(OT) - Vias de Comunicação I;VI(OT)
EC1173_TP;EC1173(TP) - Vias de Comunicação I;VI(TP)
EC1173_T;EC1173(T) - Vias de Comunicação I;VI(T)
EC1174_OT;EC1174(OT) - Vias de Comunicação II;VI(OT)
EC1174_P;EC1174(P) - Vias de Comunicação II;VI(P)
EC1174_TP;EC1174(TP) - Vias de Comunicação II;VI(TP)
EC1174_T;EC1174(T) - Vias de Comunicação II;VI(T)
EC1176_OT;EC1176(OT) - Betão Armado II;BAI(OT)
EC1176_TP;EC1176(TP) - Betão Armado II;BAI(TP)
EC1176_T;EC1176(T) - Betão Armado II;BAI(T)
EC1177_OT;EC1177(OT) - Hidráulica II;HI(OT)
EC1177_L;EC1177(L) - Hidráulica II;HI(L)
EC1177_TP;EC1177(TP) - Hidráulica II;HI(TP)
EC1177_T;EC1177(T) - Hidráulica II;HI(T)
EC1179_OT;EC1179(OT) - Instalações de Edifícios;I(OT)
EC1179_TP;EC1179(TP) - Instalações de Edifícios;I(TP)
EC1180_OT;EC1180(OT) - Hidráulica Aplicada;HA(OT)
EC1180_TP;EC1180(TP) - Hidráulica Aplicada;HA(TP)
EC1180_T;EC1180(T) - Hidráulica Aplicada;HA(T)
EC1181_P;EC1181(P) - Higiene e Segurança em Estaleiros;HeE(P)
EC1181_TP;EC1181(TP) - Higiene e Segurança em Estaleiros;HeE(TP)
EC1182_OT;EC1182(OT) - Qualidade e Economia na Construção;QnC(OT)
EC1182_TP;EC1182(TP) - Qualidade e Economia na Construção;QnC(TP)
EC1182_T;EC1182(T) - Qualidade e Economia na Construção;QnC(T)
EC1183_OT;EC1183(OT) - Física das Construções;FdC(OT)
EC1183_L;EC1183(L) - Física das Construções;FdC(L)
EC1183_TP;EC1183(TP) - Física das Construções;FdC(TP)
EC1184_OT;EC1184(OT) - Estruturas de Edifícios;E(OT)
EC1184_TP;EC1184(TP) - Estruturas de Edifícios;E(TP)
EC1184_T;EC1184(T) - Estruturas de Edifícios;E(T)
EC1187_OT;EC1187(OT) - Planeamento Territorial e Urbano;PT(OT)
EC1187_TP;EC1187(TP) - Planeamento Territorial e Urbano;PT(TP)
EC1188_OT;EC1188(OT) - Projeto de Engenharia;P(OT)
EC1188_TP;EC1188(TP) - Projeto de Engenharia;P(TP)
EC1191_OT;EC1191(OT) - Ordenamento do Território;O(OT)
EC1191_TP;EC1191(TP) - Ordenamento do Território;O(TP)
EC1195_OT;EC1195(OT) - Sistemas de Abastecimento e Tratamento de Águas;S(OT)
EC1195_TP;EC1195(TP) - Sistemas de Abastecimento e Tratamento de Águas;S(TP)
EC1195_T;EC1195(T) - Sistemas de Abastecimento e Tratamento de Águas;S(T)
EC1199_OT;EC1199(OT) - Qualidade, Planeamento e Gestão;QP(OT)
EC1199_P;EC1199(P) - Qualidade, Planeamento e Gestão;QP(P)
EC1199_TP;EC1199(TP) - Qualidade, Planeamento e Gestão;QP(TP)
RC1004_P;RC1004(P) - Fisico-Química dos Alimentos;FdA(P)
RC1004_TP;RC1004(TP) - Fisico-Química dos Alimentos;FdA(TP)
RC1014_P;RC1014(P) - Gastronomia Nacional;GN(P)
RC1014_TP;RC1014(TP) - Gastronomia Nacional;GN(TP)
RC1016_TP;RC1016(TP) - Gestão de Recursos Humanos;GH(TP)
RC1022_TP;RC1022(TP) - Contabilidade de Gestão;C(TP)
RC1023_P;RC1023(P) - Gastronomia Internacional;GI(P)
RC1023_TP;RC1023(TP) - Gastronomia Internacional;GI(TP)
RC1024_TP;RC1024(TP) - Comunicação e Protocolo;C(TP)
RC1030_TP;RC1030(TP) - Manutenção e Equipamentos;M(TP)
RC1036_TP;RC1036(TP) - Inovação e Empreendedorismo em Restauração e Catering;IeR(TP)
RC1037_TP;RC1037(TP) - Arquitectura e Design;A(TP)
RC1038_TP;RC1038(TP) - Novos Sistemas de Restauração e Catering;NS(TP)
RC1040_P;RC1040(P) - Pastelaria e Panificação;P(P)
RC1040_TP;RC1040(TP) - Pastelaria e Panificação;P(TP)
RC1041_TP;RC1041(TP) - Tecnologia e Controlo de Qualidade Alimentar;TA(TP)
RC1042_P;RC1042(P) - Enologia e Bebidas;E(P)
RC1042_TP;RC1042(TP) - Enologia e Bebidas;E(TP)
RC1043_TP;RC1043(TP) - Restauração Hospitalar e Nutrição;RH(TP)
RC1044_E;RC1044(E) - Estágio II;EI(E)
RC1045_TP;RC1045(TP) - Gestão e Prática de Operações de F&B;G(TP)
RC1046_P;RC1046(P) - Banqueting e Catering;B(P)
RC1047_TP;RC1047(TP) - Enologia Internacional;EI(TP)
D1046_TP;D1046(TP) - Antropologia e História do Desporto;A(TP)
D1046_T;D1046(T) - Antropologia e História do Desporto;A(T)
CET1171_OT;CET1171(OT) - Marketing Aplicado à Logistica;MAàL(OT)
CET1171_TP;CET1171(TP) - Marketing Aplicado à Logistica;MAàL(TP)
GH1008_TP;GH1008(TP) - Gestão de Alimentos e Bebidas;G(TP)
GH1025_TP;GH1025(TP) - Direito e Legislação do Turismo;D(TP)
GH1027_TP;GH1027(TP) - Gestão de Recursos Humanos;GH(TP)
GH1040_TP;GH1040(TP) - Métodos Matemáticos Aplicados à Gestão;MMAàG(TP)
GH1041_TP;GH1041(TP) - Gestão e Estratégia Empresarial;GE(TP)
GH1042_TP;GH1042(TP) - Planeamento e Desenvolvimento Turístico;PT(TP)
GH1043_TP;GH1043(TP) - Gestão Financeira I;GFI(TP)
GH1044_TP;GH1044(TP) - Gestão Financeira II;GFI(TP)
GH1045_P;GH1045(P) - Sistemas de Informação;S(P)
GH1045_TP;GH1045(TP) - Sistemas de Informação;S(TP)
GST1012_E;GST1012(E) - Projeto Aplicado/Dissertação/Estágio Profissionalizante;PAP(E)
D1058_P;D1058(P) - Aprendizagem e Controlo Motor;AM(P)
D1058_TP;D1058(TP) - Aprendizagem e Controlo Motor;AM(TP)
D1058_T;D1058(T) - Aprendizagem e Controlo Motor;AM(T)
D1069_TP;D1069(TP) - Sociologia do Desporto;S(TP)
D1069_T;D1069(T) - Sociologia do Desporto;S(T)
D1079_OT;D1079(OT) - Organização e Gestão do Desporto;O(OT)
D1079_TP;D1079(TP) - Organização e Gestão do Desporto;O(TP)
D1079_T;D1079(T) - Organização e Gestão do Desporto;O(T)
D1080_P;D1080(P) - Psicologia do Desporto e do Exercício Físico;PEF(P)
D1080_TP;D1080(TP) - Psicologia do Desporto e do Exercício Físico;PEF(TP)
D1080_T;D1080(T) - Psicologia do Desporto e do Exercício Físico;PEF(T)
D1092_OT;D1092(OT) - Métodos e Técnicas de Investigação em Ciências do Desporto;MeC(OT)
D1092_TP;D1092(TP) - Métodos e Técnicas de Investigação em Ciências do Desporto;MeC(TP)
D1092_T;D1092(T) - Métodos e Técnicas de Investigação em Ciências do Desporto;MeC(T)
D1093_OT;D1093(OT) - Adaptação Funcional ao Exercício;AFaE(OT)
D1093_P;D1093(P) - Adaptação Funcional ao Exercício;AFaE(P)
D1093_T;D1093(T) - Adaptação Funcional ao Exercício;AFaE(T)
D1094_TP;D1094(TP) - Aconselhamento e Treino Psicológico;AP(TP)
D1094_T;D1094(T) - Aconselhamento e Treino Psicológico;AP(T)
D1096_OT;D1096(OT) - Intervenção Pedagógica;IP(OT)
D1096_TP;D1096(TP) - Intervenção Pedagógica;IP(TP)
D1096_T;D1096(T) - Intervenção Pedagógica;IP(T)
D1097_OT;D1097(OT) - Biomecânica do Exercício;B(OT)
D1097_TP;D1097(TP) - Biomecânica do Exercício;B(TP)
D1097_T;D1097(T) - Biomecânica do Exercício;B(T)
D1098_OT;D1098(OT) - Seminários;S(OT)
D1098_T;D1098(T) - Seminários;S(T)
D1103_OT;D1103(OT) - Treino Personalizado;TP(OT)
D1103_TP;D1103(TP) - Treino Personalizado;TP(TP)
D1112_E;D1112(E) - Projeto de Investigação;P(E)
D1112_OT;D1112(OT) - Projeto de Investigação;P(OT)
D1114_E;D1114(E) - Estágio Profissionalizante;EP(E)
D1114_OT;D1114(OT) - Estágio Profissionalizante;EP(OT)
AS1070_OT;AS1070(OT) - Técnicas de Expressão Oral e Escrita I;TOI(OT)
AS1070_TP;AS1070(TP) - Técnicas de Expressão Oral e Escrita I;TOI(TP)
AS1070_T;AS1070(T) - Técnicas de Expressão Oral e Escrita I;TOI(T)
CRP1144_OT;CRP1144(OT) - Técnicas de Expressão Oral e Escrita I;TOI(OT)
CRP1144_TP;CRP1144(TP) - Técnicas de Expressão Oral e Escrita I;TOI(TP)
CRP1144_T;CRP1144(T) - Técnicas de Expressão Oral e Escrita I;TOI(T)
CRP1146_OT;CRP1146(OT) - Teoria da Comunicação;T(OT)
CRP1146_T;CRP1146(T) - Teoria da Comunicação;T(T)
CRP1147_OT;CRP1147(OT) - Metodologia da Investigação em Comunicação;MeC(OT)
CRP1147_TP;CRP1147(TP) - Metodologia da Investigação em Comunicação;MeC(TP)
CRP1149_OT;CRP1149(OT) - Informática e Telecomunicações;I(OT)
CRP1149_TP;CRP1149(TP) - Informática e Telecomunicações;I(TP)
CRP1150_OT;CRP1150(OT) - Teoria e História das Relações Públicas;TdRP(OT)
CRP1150_TP;CRP1150(TP) - Teoria e História das Relações Públicas;TdRP(TP)
CRP1150_T;CRP1150(T) - Teoria e História das Relações Públicas;TdRP(T)
CRP1152_OT;CRP1152(OT) - Psicologia da Comunicação;P(OT)
CRP1152_TP;CRP1152(TP) - Psicologia da Comunicação;P(TP)
CRP1155_OT;CRP1155(OT) - Instrumentos Informáticos Aplicados;IIA(OT)
CRP1155_TP;CRP1155(TP) - Instrumentos Informáticos Aplicados;IIA(TP)
CRP1158_OT;CRP1158(OT) - Comunicação Áudio;CÁ(OT)
CRP1158_TP;CRP1158(TP) - Comunicação Áudio;CÁ(TP)
CRP1159_OT;CRP1159(OT) - Técnicas de Expressão Oral e Escrita II;TOI(OT)
CRP1159_TP;CRP1159(TP) - Técnicas de Expressão Oral e Escrita II;TOI(TP)
CRP1159_T;CRP1159(T) - Técnicas de Expressão Oral e Escrita II;TOI(T)
CRP1160_OT;CRP1160(OT) - Língua Inglesa Aplicada II;LIAI(OT)
CRP1160_P;CRP1160(P) - Língua Inglesa Aplicada II;LIAI(P)
CRP1160_TP;CRP1160(TP) - Língua Inglesa Aplicada II;LIAI(TP)
CRP1161_OT;CRP1161(OT) - Publicidade e Propaganda;P(OT)
CRP1161_TP;CRP1161(TP) - Publicidade e Propaganda;P(TP)
CRP1164_OT;CRP1164(OT) - Psicossociologia das Organizações;PdO(OT)
CRP1164_TP;CRP1164(TP) - Psicossociologia das Organizações;PdO(TP)
CRP1165_OT;CRP1165(OT) - Relações Públicas e Comunicação Social;RPS(OT)
CRP1165_TP;CRP1165(TP) - Relações Públicas e Comunicação Social;RPS(TP)
CRP1166_OT;CRP1166(OT) - Planeamento e Comunicação Empresarial;PE(OT)
CRP1166_TP;CRP1166(TP) - Planeamento e Comunicação Empresarial;PE(TP)
CRP1167_OT;CRP1167(OT) - Comunicação e Expressão Gráfica/Cartográfica;CG(OT)
CRP1167_TP;CRP1167(TP) - Comunicação e Expressão Gráfica/Cartográfica;CG(TP)
CRP1168_OT;CRP1168(OT) - Comunicação e Globalização;C(OT)
CRP1168_TP;CRP1168(TP) - Comunicação e Globalização;C(TP)
CRP1169_OT;CRP1169(OT) - Comunicação Digital e Internet;CD(OT)
CRP1169_TP;CRP1169(TP) - Comunicação Digital e Internet;CD(TP)
CRP1170_OT;CRP1170(OT) - Relações Públicas Institucionais e Empresariais;RPI(OT)
CRP1170_TP;CRP1170(TP) - Relações Públicas Institucionais e Empresariais;RPI(TP)
CRP1171_OT;CRP1171(OT) - Atelier de Comunicação e Relações Públicas;AP(OT)
CRP1171_TP;CRP1171(TP) - Atelier de Comunicação e Relações Públicas;AP(TP)
CRP1172_E;CRP1172(E) - Projeto/Estágio;P(E)
CRP1172_OT;CRP1172(OT) - Projeto/Estágio;P(OT)
CRP1179_OT;CRP1179(OT) - Língua Estrangeira Aplicada  Alemão  - Opção B;(OT)
CRP1179_TP;CRP1179(TP) - Língua Estrangeira Aplicada  Alemão  - Opção B;(TP)
CRP1180_OT;CRP1180(OT) - Língua Estrangeira Aplicada Inglês - Opção B;LEAIB(OT)
CRP1180_TP;CRP1180(TP) - Língua Estrangeira Aplicada Inglês - Opção B;LEAIB(TP)
CRP1181_OT;CRP1181(OT) - Língua Estrangeira Aplicada Espanhol - Opção B;LEAEB(OT)
CRP1181_TP;CRP1181(TP) - Língua Estrangeira Aplicada Espanhol - Opção B;LEAEB(TP)
CRP1182_OT;CRP1182(OT) - Língua Estrangeira Aplicada Francês  - Opção B;LEAFOB(OT)
CRP1182_TP;CRP1182(TP) - Língua Estrangeira Aplicada Francês  - Opção B;LEAFOB(TP)
CRP1183_OT;CRP1183(OT) - Estruturação de Texto Técnico - Opção B;ETB(OT)
