classids;subjectid;teacherids;classroomids;day;period
443;UCSC1001_TP;612;81;3;6
443;UCSC1001_TP;612;81;3;7
443;UCSC1001_TP;612;81;3;8
443;UCSC1001_TP;612;81;3;9
443;UCSC1002_TP;612;81;0;2
443;UCSC1002_TP;612;81;0;3
443;UCSC1002_TP;612;81;0;4
443;UCSC1002_TP;612;81;0;5
443;UCSC1002_TP;612;80;4;5
443;UCSC1002_TP;612;80;4;6
443;UCSC1002_TP;612;80;4;7
443;UCSC1002_TP;612;80;4;8
443;UGE1091_TP;511;82;2;1
443;UGE1091_TP;511;82;2;2
443;UGE1091_TP;511;82;2;3
443;UGE1091_TP;511;82;2;4
443;UGE1091_TP;511;81;3;2
443;UGE1091_TP;511;81;3;3
443;UGE1091_TP;511;81;3;4
443;UGE1091_TP;511;81;3;5
308;MF1049_OT;381;83;0;16
308;MF1049_P;381;83;0;17
308;MF1049_T;381;83;0;18
308;MF1049_T;381;83;0;19
308;MF1049_TP;381;83;1;16
308;MF1049_TP;381;83;1;17
308;MF1049_TP;381;83;1;18
308;MF1049_TP;381;83;1;19
302;UET1006_OT;463;126;2;17
302;UET1006_OT;463;126;2;18
308;MF1042_TP;195;;2;12
308;MF1042_TP;195;;2;13
308;MF1042_TP;195;;2;14
308;MF1042_TP;195;;3;14
308;MF1042_TP;195;;3;15
308;MF1042_TP;195;;3;16
308;MF1042_OT;195;;3;13
308;MF1042_OT;195;;3;12
308;MF1014_TP;258;;2;8
308;MF1014_TP;258;;2;9
308;MF1042_T;195;;2;15
308;MF1042_T;195;;2;16
310;EC1176_OT;769;92;1;5
310;EC1176_OT;769;92;1;6
310;EC1176_T;769;92;2;1
310;EC1176_T;769;92;2;2
310;EC1176_T;769;92;2;3
310;EC1176_T;769;92;2;4
310;EC1176_TP;769;92;1;1
310;EC1176_TP;769;92;1;2
310;EC1176_TP;769;92;1;3
310;EC1176_TP;769;92;1;4
267;UCEE1022_T;480;87;1;1
267;UCEE1022_T;480;87;1;2
268;UCEE1022_T;480;88;1;5
268;UCEE1022_T;480;88;1;6
271,272;CSH1044_OT;372;60;2;10
271,272;CSH1044_OT;372;60;2;11
271,272;CSH1044_TP;372;60;2;12
271,272;CSH1044_TP;372;60;2;13
271,272;CSH1044_TP;372;60;2;14
271,272;CSH1044_TP;372;60;2;15
327;GRH1048_TP;562;56;1;3
327;GRH1048_TP;562;56;1;4
327;GRH1048_TP;562;56;1;5
327;GRH1048_TP;562;56;1;6
327;GRH1048_TP;562;59;0;10
327;GRH1048_TP;562;59;0;11
327;GRH1048_TP;562;59;0;12
327;GRH1048_TP;562;59;0;13
333;INF1018_TP;704;62;1;1
333;INF1018_TP;704;62;1;2
333;INF1018_TP;704;62;1;3
333;INF1018_TP;704;62;1;4
333;INF1018_TP;704;62;0;4
333;INF1018_TP;704;62;0;3
271,272;INF1060_T;278;72,54;1;4
271,272;INF1060_T;278;72,54;1;5
271,272;INF1060_OT;278;72,54;1;6
271,272;INF1060_OT;278;72,54;1;7
271,272;INF1060_OT;278;72,54;1;8
271,272;INF1060_OT;278;72,54;1;9
271;INF1060_P;278;68;3;11
271;INF1060_P;278;68;3;12
271;INF1060_P;278;68;3;13
271;INF1060_P;278;68;3;14
271,272;INF1012_TP;329;57;0;6
271,272;INF1012_TP;329;57;0;7
271,272;INF1012_TP;329;57;0;8
271,272;INF1012_TP;329;57;1;1
271,272;INF1012_TP;329;57;1;2
271,272;INF1012_TP;329;57;1;3
271;UINF1071_TP;491;67;3;2
271;UINF1071_TP;491;67;3;3
271;UINF1071_TP;491;67;3;4
271;UINF1071_TP;491;67;2;1
271;UINF1071_TP;491;67;2;2
271;UINF1071_TP;491;67;2;3
272;UINF1071_TP;491;67;3;11
272;UINF1071_TP;491;67;3;12
272;UINF1071_TP;491;67;3;13
272;UINF1071_TP;491;67;2;16
272;UINF1071_TP;491;67;2;17
272;UINF1071_TP;491;67;2;18
311;ET1022_T;205;83;5;7
311;ET1022_T;205;83;5;8
311;ET1022_TP;205;83;5;5
311;ET1022_TP;205;83;5;6
311;ET1022_TP;205;83;5;15
311;ET1022_TP;205;83;5;16
311;ET1022_TP;205;83;5;11
311;ET1022_TP;205;83;5;12
311;ET1022_TP;205;83;5;13
311;ET1022_TP;205;83;5;14
311;MF1041_T;505;85;4;7
311;MF1041_T;505;85;4;8
311;MF1041_TP;505;85;4;5
311;MF1041_TP;505;85;4;6
311;MF1041_TP;505;85;4;1
311;MF1041_TP;505;85;4;2
311;MF1041_TP;505;85;4;3
311;MF1041_TP;505;85;4;4
311;UET1148_TP;433;96;2;11
311;UET1148_TP;433;96;2;12
311;UET1148_TP;433;96;2;13
311;UET1148_TP;433;96;2;14
311;UET1148_TP;433;96;2;15
311;UET1148_TP;433;96;2;16
311;UET1149_P;432;96;2;18
311;UET1149_P;432;96;2;19
311;UET1149_TP;432;96;3;11
311;UET1149_TP;432;96;3;12
311;UET1149_TP;432;96;3;13
311;UET1149_TP;432;96;2;17
311;EC1138_TP;200;93;5;1
311;EC1138_TP;200;93;5;2
311;EC1138_TP;200;93;5;3
311;EC1138_TP;200;93;5;4
311;UET1148_P;433;86;3;14
311;UET1148_P;433;86;3;15
311;UET1148_P;433;86;3;16
311;UET1148_P;433;86;3;17
312;EC1150_P;464;92;4;17
312;EC1150_P;464;92;4;18
312;EC1150_P;464;92;4;19
312;EC1150_P;464;92;4;20
312;EC1150_P;464;92;4;21
312;EC1150_P;464;92;4;22
312;EC1150_TP;464;77;5;1
312;EC1150_TP;464;77;5;2
312;EC1150_TP;464;77;5;3
312;EC1150_TP;464;77;5;4
312;UET1143_P;464;93;3;17
312;UET1143_P;464;93;3;18
312;UET1143_P;464;93;3;19
312;UET1143_P;464;93;3;20
312;UET1143_TP;464;92;4;23
312;UET1143_TP;464;92;4;24
312;UET1143_TP;464;92;4;25
312;UET1143_TP;464;92;4;26
312;UET1144_P;427;92;2;12
312;UET1144_P;427;92;2;13
312;UET1144_T;427;92;2;14
312;UET1144_T;427;92;2;15
312;UET1144_TP;427;93;3;13
312;UET1144_TP;427;93;3;14
312;UET1144_TP;427;93;3;15
312;UET1144_TP;427;93;3;16
312;UET1145_P;433;93;3;21
312;UET1145_P;433;93;3;22
312;UET1145_P;433;93;3;23
312;UET1145_P;433;93;3;24
312;UET1145_TC;433;92;4;13
312;UET1145_TC;433;92;4;14
312;UET1145_TC;433;92;4;15
312;UET1145_TC;433;92;4;16
312;UET1145_TP;433;92;4;11
312;UET1145_TP;433;92;4;12
312;UET1146_P;693;77;5;5
312;UET1146_P;693;77;5;6
312;UET1146_P;693;77;5;7
312;UET1146_P;693;77;5;8
312;UET1146_T;693;77;5;15
312;UET1146_T;693;77;5;16
312;UET1146_TP;693;77;5;11
312;UET1146_TP;693;77;5;12
312;UET1146_TP;693;77;5;13
312;UET1146_TP;693;77;5;14
313;EC1154_P;465;95;2;14
313;EC1154_P;465;95;2;15
313;EC1154_T;465;95;2;11
313;EC1154_T;465;95;2;12
313;EC1154_T;465;95;2;13
313;EC1154_TP;465;95;1;11
313;EC1154_TP;465;95;1;12
313;EC1154_TP;465;95;1;13
313;EC1154_TP;465;95;1;14
313;EC1154_TP;465;95;1;15
313;UET1134_T;432;95;3;20
313;UET1134_T;432;95;3;21
313;UET1134_TC;432;95;3;16
313;UET1134_TC;432;95;3;17
313;UET1134_TC;432;95;3;18
313;UET1134_TC;432;95;3;19
313;UET1134_TP;432;95;2;5
313;UET1134_TP;432;95;2;6
313;UET1134_TP;432;95;2;7
313;UET1134_TP;432;95;2;8
313;UET1135_P;432;95;4;11
313;UET1135_P;432;95;4;12
313;UET1135_P;432;95;4;13
313;UET1135_P;432;95;4;14
313;UET1135_P;432;95;4;15
313;UET1135_P;432;95;4;16
313;UET1135_TP;432;95;4;17
313;UET1135_TP;432;95;4;18
313;UET1135_TP;432;95;4;19
313;UET1136_P;464;95;3;7
313;UET1136_P;464;95;3;8
313;UET1136_P;464;95;3;9
313;UET1136_T;464;95;3;3
313;UET1136_T;464;95;3;4
313;UET1136_TC;464;95;3;5
313;UET1136_TC;464;95;3;6
313;UET1136_TP;464;95;3;12
313;UET1136_TP;464;95;3;13
313;UET1136_TP;464;95;3;14
313;UET1136_TP;464;95;3;15
300;UET1032_OT;938;77;2;1
300;UET1032_OT;938;77;2;2
300;UET1032_TP;938;77;0;2
300;UET1032_TP;938;77;0;3
300;UET1032_TP;938;77;0;4
300;UET1032_TP;938;77;0;5
300;UET1032_TP;938;77;2;3
300;UET1032_TP;938;77;2;4
309;EC1165_OT;548;61;2;20
309;EC1165_OT;548;61;2;21
309;EC1165_T;548;61;0;3
309;EC1165_T;548;61;0;4
309;EC1165_T;548;61;0;5
309;EC1165_T;548;61;0;6
309;EC1165_TP;548;61;2;16
309;EC1165_TP;548;61;2;17
309;EC1165_TP;548;61;2;18
309;EC1165_TP;548;61;2;19
309;EC1169_TP;370;92;4;5
309;EC1169_TP;370;93;3;5
309;EC1169_TP;370;93;3;6
309;EC1169_TP;370;93;3;7
309;EC1169_TP;370;93;3;8
309;EC1169_TP;370;93;3;9
294,331;G1019_OT;268;58;0;5
294,331;G1019_OT;268;58;0;6
294,331;G1019_OT;268;58;0;7
294,331;G1019_TP;268;60;4;5
294,331;G1019_TP;268;60;4;6
294,331;G1019_TP;268;60;4;7
328;G1184_OT;358;56;0;18
328;G1184_OT;358;56;0;19
328;G1184_TP;358;56;0;20
328;G1184_TP;358;56;0;21
328;G1184_TP;358;56;1;15
328;G1184_TP;358;56;1;16
328;G1184_TP;358;56;1;17
328;G1184_TP;358;56;1;18
327;G1179_TP;363;59;0;14
327;G1179_TP;363;59;0;15
327;G1179_TP;363;59;0;16
327;G1179_TP;363;59;0;17
295;G1093_OT;345;55;2;11
295;G1093_OT;345;55;2;12
295;G1093_OT;345;55;2;13
295;G1093_OT;345;55;2;14
295;G1093_TP;345;53;4;5
295;G1093_TP;345;53;4;6
295;G1093_TP;345;53;4;7
295;G1093_TP;345;53;4;8
317,*39;CA1052_OT;669;57;3;6
317,*39;CA1052_OT;669;57;3;7
317,*39;CA1052_OT;669;57;3;8
317,*39;CA1052_OT;669;57;3;9
317,*39;CA1052_TP;669;59;0;6
317,*39;CA1052_TP;669;59;0;7
317,*39;CA1052_TP;669;59;0;8
317,*39;CA1052_TP;669;59;0;9
317,*39;CA1052_TP;669;59;4;5
317,*39;CA1052_TP;669;59;4;6
317,*39;CA1052_TP;669;59;4;7
317,*39;CA1052_TP;669;59;4;8
296,*40;CA1011_OT;345;54;2;19
296,*40;CA1011_OT;345;54;2;20
296,*40;CA1011_TP;345;54;2;15
296,*40;CA1011_TP;345;54;2;16
296,*40;CA1011_TP;345;54;2;17
296,*40;CA1011_TP;345;54;2;18
*39,*40;*2383;253;85;1;11
*39,*40;*2383;253;85;1;12
*39,*40;*2383;253;85;1;13
*39,*40;*2383;253;85;1;14
*39,*40;*2383;253;57;2;11
*39,*40;*2383;253;57;2;12
*39,*40;*2383;253;57;2;13
*39,*40;*2383;253;57;2;14
331;M1045_OT;372;52;1;1
331;M1045_OT;372;52;1;2
331;M1045_OT;372;52;1;3
331;M1045_OT;372;52;1;4
331;M1045_TP;372;54;3;6
331;M1045_TP;372;54;3;7
331;M1045_TP;372;54;3;8
331;M1045_TP;372;54;3;9
294;CA1001_TP;669;56;3;2
294;CA1001_TP;669;56;3;3
294;CA1001_TP;669;56;3;4
294;CA1001_TP;669;56;3;5
294;CA1001_TP;669;56;2;11
294;CA1001_TP;669;56;2;12
294;CA1001_TP;669;56;2;13
294;CA1001_TP;669;56;2;14
294;CA1001_OT;669;60;4;1
294;CA1001_OT;669;60;4;2
294;CA1001_OT;669;60;4;3
294;CA1001_OT;669;60;4;4
310;EC1183_TP;92;94;2;11
310;EC1183_TP;92;94;2;12
310;EC1183_TP;92;94;2;13
310;EC1183_TP;92;94;2;14
310;EC1183_TP;92;94;2;15
310;EC1183_TP;92;94;2;16
308;UET1105_OT;548;61;2;1
308;UET1105_OT;548;61;1;1
303;UINF1063_OT;404;67;4;16
303;UINF1063_OT;404;67;4;17
303;UINF1063_TP;404;67;4;12
303;UINF1063_TP;404;67;4;13
303;UINF1063_TP;404;67;4;14
303;UINF1063_TP;404;67;4;15
311;INF1063_L;404;62;4;12
311;INF1063_L;404;62;4;13
311;INF1063_L;404;62;4;14
311;INF1063_L;404;62;4;15
311;INF1063_OT;404;62;4;18
311;INF1063_OT;404;62;4;19
311;INF1063_TP;404;62;4;16
311;INF1063_TP;404;62;4;17
268;INF1052_OT;317;73;0;2
268;INF1052_OT;317;73;0;3
268;INF1052_OT;317;73;0;4
268;INF1052_OT;317;73;0;5
267;INF1052_OT;317;73;0;6
267;INF1052_OT;317;73;0;7
267;INF1052_OT;317;73;0;8
267;INF1052_OT;317;73;0;9
455;UINF1046_TP;2;71;4;2
455;UINF1046_TP;2;71;4;3
455;UINF1046_TP;2;71;4;4
455;UINF1046_TP;2;71;4;5
455;UINF1046_TP;2;71;4;6
455;UINF1046_TP;2;71;4;7
455;UINF1046_TP;2;71;4;10
455;UINF1046_TP;2;71;4;11
455;UINF1046_TP;2;71;4;12
455;UINF1046_TP;2;71;4;13
455;UINF1046_TP;2;71;4;14
455;UINF1046_TP;2;71;4;15
455;UINF1047_TP;2;68;0;6
455;UINF1047_TP;2;68;0;7
455;UINF1047_TP;2;68;0;8
455;UINF1047_TP;2;68;0;9
455;UINF1047_TP;2;68;0;2
455;UINF1047_TP;2;68;0;3
455;UINF1047_TP;2;68;0;4
455;UINF1047_TP;2;68;0;5
455;UINF1047_TP;2;68;0;12
455;UINF1047_TP;2;68;0;13
455;UINF1047_TP;2;68;0;14
455;UINF1047_TP;2;68;0;15
435;UINF1021_TP;2;;4;10
435;UINF1021_TP;2;;4;11
435;UINF1021_TP;2;;4;12
435;UINF1021_TP;2;;4;13
435;UINF1021_TP;2;;4;14
435;UINF1021_TP;2;;4;15
435;UINF1021_TP;2;;4;2
435;UINF1021_TP;2;;4;3
435;UINF1021_TP;2;;4;4
435;UINF1021_TP;2;;4;5
435;UINF1021_TP;2;;4;6
435;UINF1021_TP;2;;4;7
316,*39;UGE1021_OT;345;54;3;2
316,*39;UGE1021_OT;345;54;3;3
316,*39;UGE1021_OT;345;54;3;4
316,*39;UGE1021_OT;345;54;3;5
316,*39;UGE1021_TP;345;60;0;16
316,*39;UGE1021_TP;345;60;0;17
316,*39;UGE1021_TP;345;60;0;18
316,*39;UGE1021_TP;345;60;0;19
296;UGE1037_OT;456;54;1;17
296;UGE1037_OT;456;54;1;18
296;UGE1037_TP;456;54;1;15
296;UGE1037_TP;456;54;1;16
296;UGE1037_TP;456;54;2;11
296;UGE1037_TP;456;54;2;12
296;UGE1037_TP;456;54;2;13
296;UGE1037_TP;456;54;2;14
295;UGE1044_OT;303;59;3;6
295;UGE1044_OT;303;59;3;7
295;UGE1044_OT;303;59;3;8
295;UGE1044_OT;303;59;3;9
295;UGE1044_TP;303;57;0;12
295;UGE1044_TP;303;57;0;13
295;UGE1044_TP;303;57;0;14
295;UGE1044_TP;303;57;0;15
316;CA1058_OT;559;57;3;12
316;CA1058_OT;559;57;3;13
316;CA1058_OT;559;57;3;14
316;CA1058_OT;559;57;3;15
316;CA1058_TP;559;58;1;1
316;CA1058_TP;559;58;1;2
316;CA1058_TP;559;58;1;3
316;CA1058_TP;559;58;1;4
317,*39;CSH1045_OT;358;59;0;2
317,*39;CSH1045_OT;358;59;0;3
317,*39;CSH1045_OT;358;59;0;4
317,*39;CSH1045_OT;358;59;0;5
317,*39;CSH1045_TP;358;59;3;12
317,*39;CSH1045_TP;358;59;3;13
317,*39;CSH1045_TP;358;59;3;14
317,*39;CSH1045_TP;358;59;3;15
294,*40;C1045_OT;376;58;1;15
294,*40;C1045_OT;376;58;1;16
294,*40;C1045_OT;376;58;1;17
294,*40;C1045_OT;376;58;1;18
294,*40;C1045_TP;376;54;0;1
294,*40;C1045_TP;376;54;0;2
294,*40;C1045_TP;376;54;0;3
294,*40;C1045_TP;376;54;0;4
331;G1067_TP;386;56;0;12
331;G1067_TP;386;56;0;13
331;G1067_TP;386;56;0;14
331;G1067_TP;386;56;0;15
316,*39;CSH1006_OT;358;57;2;5
316,*39;CSH1006_OT;358;57;2;6
316,*39;CSH1006_OT;358;57;2;7
316,*39;CSH1006_OT;358;57;2;8
316,*39;CSH1006_TP;358;88;0;12
316,*39;CSH1006_TP;358;88;0;13
316,*39;CSH1006_TP;358;88;0;14
316,*39;CSH1006_TP;358;88;0;15
331;G1067_OT;386;58;2;11
331;G1067_OT;386;58;2;12
331;G1067_OT;386;58;2;13
331;G1067_OT;386;58;2;14
331;G1067_OT;386;58;2;15
331;G1067_OT;386;56;0;11
332;G1003_OT;268;58;0;15
332;G1003_OT;268;58;0;16
332;G1003_TP;268;55;3;2
332;G1003_TP;268;55;3;3
332;G1003_TP;268;55;3;4
332;G1003_TP;268;55;3;5
332;G1003_TP;268;58;0;17
332;G1003_TP;268;58;0;18
333;G1138_OT;383;55;0;11
333;G1138_OT;383;55;0;12
333;G1138_OT;383;55;0;13
333;G1138_OT;383;55;0;14
333;G1138_P;383;57;1;13
333;G1138_P;383;57;1;14
333;G1138_TP;376;60;2;1
333;G1138_TP;376;60;2;2
333;G1138_TP;376;60;2;3
333;G1138_TP;376;60;2;4
333;G1138_TP;376;57;1;11
333;G1138_TP;376;57;1;12
333;G1090_P;104;57;3;1
333;G1090_P;104;57;4;5
332;M1070_OT;704;66;1;18
332;M1070_OT;704;66;1;19
332;M1070_OT;704;66;1;20
332;M1070_OT;704;66;1;21
332;M1070_P;704;66;2;15
332;M1070_P;704;66;2;16
332;M1070_P;704;66;2;17
332;M1070_P;704;66;2;18
294;INF1070_P;681;69;3;12
294;INF1070_P;681;69;3;13
294;INF1070_P;681;69;3;14
294;INF1070_P;681;69;3;15
294;INF1070_OT;681;69;0;10
294;INF1070_OT;681;69;0;11
294;INF1070_OT;681;69;0;12
294;INF1070_OT;681;69;0;13
303;UET1130_OT;95;79;1;12
303;UET1130_OT;95;78;3;7
327;G1179_TP;363;56;4;5
327;G1179_TP;363;56;4;6
327;G1179_OT;363;56;4;7
327;G1179_OT;363;56;4;8
332;G1008_OT;488;58;0;11
332;G1008_OT;488;58;0;12
332;G1008_OT;488;58;0;13
332;G1008_OT;488;58;0;14
332;G1008_TP;488;87;3;6
332;G1008_TP;488;87;3;7
332;G1008_TP;488;87;3;8
332;G1008_TP;488;87;3;9
316;G1172_OT;674;90;4;5
316;G1172_OT;674;90;4;6
316;G1172_OT;674;90;4;7
316;G1172_OT;674;90;4;8
451;UET1085_TP;426;80;2;10
451;UET1085_TP;426;80;2;11
451;UET1085_TP;426;80;2;12
451;UET1085_TP;426;80;2;13
451;UET1085_TP;426;80;2;14
451;UET1085_TP;426;80;2;15
451;UET1083_TP;257;82;4;2
451;UET1083_TP;257;82;4;3
451;UET1083_TP;257;82;4;4
451;UET1083_TP;257;82;4;5
451;UET1083_TP;257;82;4;6
451;UET1083_TP;257;82;4;7
435;UINF1022_TP;415;69;1;10
435;UINF1022_TP;415;69;1;11
435;UINF1022_TP;415;69;1;12
435;UINF1022_TP;415;69;1;13
435;UINF1022_TP;415;69;1;14
435;UINF1022_TP;415;69;1;15
455,435;UINF1049_TP;823;71;2;12
455,435;UINF1049_TP;823;71;2;13
455,435;UINF1049_TP;823;71;2;14
455,435;UINF1049_TP;823;71;2;15
455,435;UINF1049_TP;823;71;2;16
455,435;UINF1049_TP;823;71;2;17
435;UINF1031_TP;805;71;0;0
435;UINF1031_TP;805;71;0;1
435;UINF1031_TP;805;71;0;2
435;UINF1031_TP;805;71;0;3
435;UINF1031_TP;805;71;0;4
435;UINF1031_TP;805;71;0;5
435;UINF1035_TP;317;70;1;2
435;UINF1035_TP;317;70;1;3
435;UINF1035_TP;317;70;1;4
435;UINF1035_TP;317;70;1;5
435;UINF1035_TP;317;70;1;6
435;UINF1035_TP;317;70;1;7
435;UINF1018_TP;491;67;2;4
435;UINF1018_TP;491;67;2;5
435;UINF1018_TP;491;67;2;6
435;UINF1018_TP;491;67;2;7
435;UINF1018_TP;491;67;2;8
435;UINF1018_TP;491;67;2;9
435;UINF1048_TP;404;;3;1
435;UINF1048_TP;404;;3;2
435;UINF1048_TP;404;;3;3
435;UINF1048_TP;404;;3;4
435;UINF1048_TP;404;;3;5
435;UINF1048_TP;404;;3;6
455;UINF1048_TP;404;70;3;1
455;UINF1048_TP;404;70;3;2
455;UINF1048_TP;404;70;3;3
455;UINF1048_TP;404;70;3;4
455;UINF1048_TP;404;70;3;5
455;UINF1048_TP;404;70;3;6
443;UGE1089_TP;363;81;0;6
443;UGE1089_TP;363;81;0;7
443;UGE1089_TP;363;81;0;8
443;UGE1089_TP;363;81;0;9
443;UGE1089_TP;363;80;4;1
443;UGE1089_TP;363;80;4;2
443;UGE1089_TP;363;80;4;3
443;UGE1089_TP;363;80;4;4
443;UINF1011_TP;466;62;1;5
443;UINF1011_TP;466;62;1;6
443;UINF1011_TP;466;62;1;7
443;UINF1011_TP;466;62;1;8
443;UINF1011_TP;466;62;2;5
443;UINF1011_TP;466;62;2;6
443;UINF1011_TP;466;62;2;7
443;UINF1011_TP;466;62;2;8
310;EC1174_TP;501;93;0;10
310;EC1174_TP;501;93;0;11
310;EC1174_TP;501;93;0;12
310;EC1174_TP;501;93;0;13
313;EC1152_P;501;92;1;16
313;EC1152_P;501;92;1;17
313;EC1152_P;501;92;1;18
313;EC1152_P;501;92;1;19
313;EC1152_TP;501;92;2;16
313;EC1152_TP;501;92;2;17
313;EC1152_TP;501;92;2;18
313;EC1152_TP;501;92;2;19
267;MF1008_TP;244;89;0;2
267;MF1008_TP;244;89;0;3
267;MF1008_TP;244;89;0;4
267;MF1008_TP;244;89;0;5
267;MF1008_P;244;81;2;12
267;MF1008_P;244;81;2;13
267;MF1008_P;244;81;2;14
267;MF1008_P;244;81;2;15
267;MF1008_OT;244;81;2;16
267;MF1008_OT;244;81;2;17
268;MF1008_TP;244;89;0;12
268;MF1008_TP;244;89;0;13
268;MF1008_TP;244;89;0;14
268;MF1008_TP;244;89;0;15
268;MF1008_P;244;60;3;12
268;MF1008_P;244;60;3;13
268;MF1008_P;244;60;3;14
268;MF1008_P;244;60;3;15
268;MF1008_OT;244;60;3;16
268;MF1008_OT;244;60;3;17
302;UET1004_OT;1103;126;2;5
302;UET1004_OT;1103;126;2;6
302;UET1004_OT;1103;126;2;7
302;UET1004_OT;1103;126;2;8
302;UET1004_TP;1103;126;2;1
302;UET1004_TP;1103;126;2;2
302;UET1004_TP;1103;126;2;3
302;UET1004_TP;1103;126;2;4
300;UET1027_OT;1103;77;1;11
300;UET1027_OT;1103;77;1;12
300;UET1027_OT;1103;77;1;13
300;UET1027_OT;1103;77;1;14
300;UET1027_TP;1103;77;1;15
300;UET1027_TP;1103;77;1;16
300;UET1027_TP;1103;77;1;17
300;UET1027_TP;1103;77;1;18
300;UET1029_OT;463;77;3;5
300;UET1029_OT;463;77;3;6
301;UET1015_TP;463;75;3;12
301;UET1015_TP;463;75;3;13
301;UET1015_TP;463;75;3;14
301;UET1015_TP;463;75;3;15
301;UET1015_OT;463;75;4;1
301;UET1015_OT;463;75;4;2
301;UET1015_OT;463;75;4;3
301;UET1015_OT;463;75;4;4
295;CA1032_OT;674;85;1;1
295;CA1032_OT;674;85;1;2
295;CA1032_OT;674;85;1;3
295;CA1032_OT;674;85;1;4
295;CA1032_TP;674;59;3;2
295;CA1032_TP;674;59;3;3
295;CA1032_TP;674;59;3;4
295;CA1032_TP;674;59;3;5
295;CA1032_TP;674;88;2;1
295;CA1032_TP;674;88;2;2
295;CA1032_TP;674;88;2;3
295;CA1032_TP;674;88;2;4
301;UET1020_OT;839;80;1;1
301;UET1020_OT;839;80;1;2
301;UET1020_OT;839;80;1;3
301;UET1020_OT;839;80;1;4
301;UET1020_TP;839;80;3;16
301;UET1020_TP;839;80;3;17
301;UET1020_TP;839;80;3;18
301;UET1020_TP;839;80;3;19
301;UET1020_TP;839;80;3;20
301;UET1020_TP;839;80;3;21
302;UET1007_OT;839;81;0;12
302;UET1007_OT;839;81;0;13
302;UET1007_TP;839;81;0;14
302;UET1007_TP;839;81;0;15
302;UET1007_TP;839;81;0;16
302;UET1007_TP;839;81;0;17
317;G1167_OT;268;59;4;2
317;G1167_OT;268;59;4;3
317;G1167_OT;268;59;4;4
268;UINF1066_OT;389;51;0;6
268;UINF1066_OT;389;51;0;7
268;UINF1066_OT;389;51;0;8
268;UINF1066_OT;389;51;0;9
267;UINF1066_OT;389;51;0;12
267;UINF1066_OT;389;51;0;13
267;UINF1066_OT;389;51;0;14
267;UINF1066_OT;389;51;0;15
268;UINF1066_TP;389;51;1;1
268;UINF1066_TP;389;51;1;2
268;UINF1066_TP;389;51;1;3
268;UINF1066_TP;389;51;1;4
267;UINF1066_TP;389;51;1;5
267;UINF1066_TP;389;51;1;6
267;UINF1066_TP;389;51;1;7
267;UINF1066_TP;389;51;1;8
268;UINF1066_P;389;51;3;2
268;UINF1066_P;389;51;3;3
268;UINF1066_P;389;51;3;4
268;UINF1066_P;389;51;3;5
267;UINF1066_P;389;51;3;6
267;UINF1066_P;389;51;3;7
267;UINF1066_P;389;51;3;8
267;UINF1066_P;389;51;3;9
271,272;INF1020_T;457;51;0;0
271,272;INF1020_T;457;51;0;1
271,272;INF1020_OT;457;51;0;2
271,272;INF1020_OT;457;51;0;3
434,430;UINF1020_TP;389;51;2;3
434,430;UINF1020_TP;389;51;2;4
434,430;UINF1020_TP;389;51;2;5
434,430;UINF1020_TP;389;51;2;6
434,430;UINF1020_TP;389;51;3;11
434,430;UINF1020_TP;389;51;3;12
434,430;UINF1020_TP;389;51;3;13
434,430;UINF1020_TP;389;51;3;14
434,430;UINF1020_TP;389;51;3;15
434,430;UINF1020_TP;389;51;3;16
434;UINF1019_TP;514;73;3;4
434;UINF1019_TP;514;73;3;5
434;UINF1019_TP;514;73;3;6
434;UINF1019_TP;514;72;0;7
434;UINF1019_TP;514;72;0;8
434;UINF1019_TP;514;72;0;9
430;ULC1111_TP;635;94;0;7
430;ULC1111_TP;635;94;0;8
430;ULC1111_TP;635;94;0;9
430;ULC1111_TP;635;94;2;0
430;ULC1111_TP;635;94;2;1
430;ULC1111_TP;635;94;2;2
442;UGE1092_TP;372;52;2;2
442;UGE1092_TP;372;52;2;3
442;UGE1092_TP;372;52;2;4
442;UGE1092_TP;372;52;2;5
442;UGE1088_TP;511;80;0;10
442;UGE1088_TP;511;80;0;11
442;UGE1088_TP;511;80;0;12
442;UGE1088_TP;511;60;1;5
442;UGE1088_TP;511;60;1;6
442;UGE1088_TP;511;60;1;7
442;UGE1101_TP;559;55;1;11
442;UGE1101_TP;559;55;1;12
442;UGE1101_TP;559;55;1;13
442;UGE1101_TP;559;55;1;14
442;UGE1101_TP;559;55;2;6
442;UGE1101_TP;559;55;2;7
442;UGE1101_TP;559;55;2;8
442;UGE1101_TP;559;55;2;9
269,270;INF1058_S;514;56;3;12
269,270;INF1058_S;514;56;3;13
269,270;INF1058_S;514;56;3;14
269,270;INF1058_S;514;56;3;15
440;ULC1157_TP;739;78;5;12
440;ULC1157_TP;739;78;5;13
440;ULC1157_TP;739;78;5;14
440;ULC1157_TP;739;78;5;15
440;ULC1157_TP;739;78;4;19
440;ULC1157_TP;739;78;4;20
440;ULC1157_TP;739;78;4;21
440;ULC1157_TP;739;78;4;22
442;ulc1111-1_TP;305;86;4;4
442;ulc1111-1_TP;305;86;4;5
442;ulc1111-1_TP;305;86;4;6
442;ulc1111-1_TP;305;86;4;7
442;ulc1111-1_TP;305;86;4;8
442;ulc1111-1_TP;305;86;4;9
442;ulc1112-2_TP;304;86;4;1
